year,marital_status,age,education_years,children,happiness,health,employment_status,party_id
2024,Never married,NA,12,0,Pretty happy,Fair,Retired,Not very strong democrat
2024,Married,65,14,2,Pretty happy,Good,Working full time,Strong democrat
2024,Married,58,14,3,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,NA,20,0,Not too happy,Poor,Retired,"Independent, close to democrat"
2024,Married,73,16,2,Pretty happy,Good,Retired,"Independent, close to democrat"
2024,Divorced,63,13,2,Pretty happy,Good,Working full time,Strong democrat
2024,Married,NA,NA,2,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,30,16,0,Not too happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,21,15,0,Pretty happy,Good,In school,Not very strong democrat
2024,Never married,37,16,0,Pretty happy,Good,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Never married,21,15,0,Pretty happy,Good,In school,Other party
2024,Divorced,63,20,3,Very happy,Fair,In school,"Independent, close to republican"
2024,Never married,23,13,0,Not too happy,Good,In school,"Independent, close to republican"
2024,Never married,NA,12,0,Pretty happy,Fair,In school,Strong republican
2024,Married,24,14,0,Not too happy,Fair,"With a job, but not at work because of temporary illness, vacation, strike","Independent, close to republican"
2024,Never married,24,14,0,Not too happy,Good,Working part time,Not very strong democrat
2024,Married,28,15,0,Very happy,Good,Working full time,Not very strong republican
2024,Never married,19,12,0,Pretty happy,Good,In school,Strong republican
2024,Married,46,13,4,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,54,18,2,Very happy,Good,Working full time,Strong democrat
2024,Married,52,12,5,Pretty happy,Good,Working part time,Strong republican
2024,Never married,72,13,0,Pretty happy,Good,Retired,Strong republican
2024,Never married,64,16,0,Pretty happy,Fair,Retired,Not very strong republican
2024,Never married,63,16,0,Pretty happy,Fair,Working part time,Strong democrat
2024,Never married,31,14,1,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,51,18,2,Pretty happy,Fair,Working full time,Not very strong democrat
2024,Never married,47,17,1,Pretty happy,Good,Retired,Strong democrat
2024,Never married,24,12,2,Very happy,Fair,Working full time,"Independent (neither, no response)"
2024,Separated,80,12,4,Pretty happy,Fair,Retired,"Independent, close to democrat"
2024,Widowed,71,12,3,Not too happy,Good,Keeping house,Strong republican
2024,Divorced,71,15,2,Not too happy,Good,Working full time,Strong republican
2024,Never married,36,12,0,Pretty happy,Excellent,Working full time,Not very strong republican
2024,Never married,41,11,1,Not too happy,Fair,Working full time,Not very strong republican
2024,Married,29,12,3,Pretty happy,Fair,Working part time,Not very strong republican
2024,Married,32,18,1,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Divorced,70,18,3,Pretty happy,Excellent,Working full time,Strong republican
2024,Widowed,76,12,1,Not too happy,Fair,Retired,"Independent (neither, no response)"
2024,Married,76,10,5,Pretty happy,Fair,Working part time,Not very strong democrat
2024,Married,47,9,1,Not too happy,Fair,Keeping house,Strong republican
2024,Divorced,85,13,2,Pretty happy,Good,Keeping house,Other party
2024,Never married,24,11,NA,NA,NA,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Never married,18,12,0,Not too happy,Fair,In school,"Independent (neither, no response)"
2024,Married,39,16,3,Not too happy,Fair,In school,"Independent (neither, no response)"
2024,Divorced,65,13,2,Very happy,Fair,Working full time,"Independent, close to democrat"
2024,Widowed,65,13,3,Very happy,Poor,Other,Not very strong republican
2024,Never married,50,12,2,Pretty happy,Poor,Other,"Independent, close to republican"
2024,Widowed,86,12,5,Pretty happy,Fair,Other,"Independent (neither, no response)"
2024,Married,42,20,1,Not too happy,Good,Working full time,Strong democrat
2024,Divorced,67,12,1,Not too happy,Fair,Retired,Not very strong republican
2024,Never married,22,14,0,Pretty happy,Excellent,Working full time,Not very strong democrat
2024,Divorced,62,14,2,Pretty happy,Good,Working part time,Not very strong republican
2024,Never married,25,17,0,Very happy,Excellent,Working full time,"Independent, close to republican"
2024,Married,37,12,2,Very happy,Good,Keeping house,Not very strong republican
2024,Married,89,12,4,Not too happy,Poor,Retired,"Independent (neither, no response)"
2024,Married,35,18,2,Pretty happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Never married,77,20,1,Very happy,Poor,Keeping house,Strong democrat
2024,Married,68,18,1,Pretty happy,Fair,Retired,Strong republican
2024,Married,NA,13,2,Very happy,Good,Working full time,Not very strong republican
2024,Married,64,14,2,Very happy,Good,Working full time,Strong republican
2024,Married,56,16,3,Pretty happy,Good,Working part time,Not very strong democrat
2024,Never married,31,14,3,Very happy,Excellent,Working full time,Strong republican
2024,Never married,38,12,0,Not too happy,Fair,Retired,"Independent, close to republican"
2024,Never married,53,12,7,Pretty happy,Fair,"With a job, but not at work because of temporary illness, vacation, strike",Other party
2024,Never married,30,12,0,Not too happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Divorced,72,16,2,Very happy,Excellent,Retired,Strong democrat
2024,Married,38,16,2,Not too happy,Excellent,Keeping house,Not very strong republican
2024,Never married,29,18,0,Not too happy,Good,Working full time,Strong democrat
2024,Married,36,18,5,Not too happy,Good,Keeping house,Strong republican
2024,Married,39,16,2,Very happy,Good,Keeping house,Strong democrat
2024,Married,59,12,3,Very happy,Good,Other,Strong republican
2024,Never married,68,10,3,Not too happy,Fair,Retired,"Independent (neither, no response)"
2024,Never married,38,10,1,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Married,55,13,4,Pretty happy,Good,Keeping house,"Independent (neither, no response)"
2024,Married,39,12,4,Pretty happy,Good,Keeping house,"Independent, close to republican"
2024,Married,60,13,2,Not too happy,Poor,Retired,Strong democrat
2024,Married,43,9,0,Not too happy,Poor,Working full time,"Independent (neither, no response)"
2024,Divorced,34,16,6,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,26,12,0,Not too happy,Good,Working full time,"Independent, close to republican"
2024,Never married,66,12,2,Not too happy,Good,Retired,Strong republican
2024,Never married,65,12,2,Pretty happy,Good,"Unemployed, laid off, looking for work","Independent, close to democrat"
2024,Never married,42,15,4,Not too happy,Fair,Keeping house,Strong democrat
2024,Separated,53,9,2,Very happy,Fair,Working full time,Strong republican
2024,Never married,24,13,1,Pretty happy,Excellent,In school,Not very strong democrat
2024,Never married,38,12,3,Pretty happy,Fair,Working part time,Not very strong republican
2024,Never married,19,12,0,Pretty happy,Good,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Separated,69,16,3,Pretty happy,Excellent,Keeping house,Strong democrat
2024,Married,56,14,2,Pretty happy,Fair,"Unemployed, laid off, looking for work",Strong republican
2024,Never married,27,12,3,Pretty happy,Good,Working part time,Not very strong democrat
2024,Never married,21,12,0,Pretty happy,Good,Working full time,Not very strong republican
2024,Married,79,11,2,Very happy,Fair,Retired,Strong democrat
2024,Widowed,NA,14,2,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Married,66,16,4,Very happy,Good,Working full time,Strong democrat
2024,Never married,36,12,0,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,39,12,2,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Divorced,NA,12,4,Very happy,Good,Retired,"Independent (neither, no response)"
2024,Never married,77,16,2,Not too happy,Fair,Retired,Strong republican
2024,Widowed,67,16,4,Not too happy,Excellent,Retired,Strong democrat
2024,Divorced,57,14,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,74,14,1,Pretty happy,Excellent,Retired,Not very strong republican
2024,Separated,60,12,3,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,34,14,2,Very happy,Good,Working full time,Strong republican
2024,Married,68,18,2,Pretty happy,Good,Working full time,Strong democrat
2024,Widowed,45,14,0,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,28,12,3,Very happy,Good,Working full time,Strong republican
2024,Divorced,53,16,2,Very happy,Excellent,Working full time,Strong republican
2024,Widowed,82,12,2,Pretty happy,Good,Retired,Strong republican
2024,Married,26,12,1,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,69,16,4,Very happy,Excellent,Retired,Not very strong republican
2024,Married,26,12,2,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,65,12,3,Pretty happy,Good,Retired,Strong republican
2024,Separated,35,16,3,Pretty happy,Good,Working full time,Strong democrat
2024,Married,48,18,0,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,28,12,1,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,50,17,3,Very happy,Excellent,Retired,Strong republican
2024,Never married,43,13,1,Pretty happy,Fair,Working part time,"Independent, close to democrat"
2024,Married,44,12,3,Pretty happy,Good,Working full time,Strong republican
2024,Married,29,14,2,Pretty happy,Fair,Keeping house,Other party
2024,Married,50,13,2,Very happy,Good,Working part time,Not very strong democrat
2024,Married,48,17,3,Pretty happy,Excellent,"With a job, but not at work because of temporary illness, vacation, strike",Not very strong democrat
2024,Never married,23,13,0,Pretty happy,Poor,Working part time,"Independent, close to democrat"
2024,Never married,32,14,1,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,25,16,0,Not too happy,Fair,Working full time,Other party
2024,Separated,48,14,8,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,31,12,1,Not too happy,Fair,Working full time,Strong republican
2024,Divorced,27,12,0,Not too happy,Good,Working full time,Not very strong republican
2024,Married,57,18,0,Pretty happy,Excellent,Working full time,Strong republican
2024,Divorced,64,16,1,Pretty happy,Fair,Other,"Independent (neither, no response)"
2024,Divorced,65,14,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Divorced,47,12,3,Pretty happy,Fair,Keeping house,Strong democrat
2024,Divorced,63,16,3,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Widowed,72,16,2,Very happy,Good,Retired,"Independent, close to republican"
2024,Never married,34,11,4,Very happy,Fair,Working full time,"Independent (neither, no response)"
2024,Divorced,39,17,1,Very happy,Good,Working full time,Not very strong democrat
2024,Married,19,14,6,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,33,12,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,81,10,3,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Married,58,16,1,Pretty happy,Good,Working full time,Not very strong democrat
2024,Married,28,12,3,Pretty happy,Excellent,Working full time,NA
2024,Widowed,84,12,6,Pretty happy,Good,Retired,Strong republican
2024,Never married,72,12,0,Very happy,Excellent,Retired,Not very strong republican
2024,Never married,60,10,0,Not too happy,Poor,Retired,"Independent, close to democrat"
2024,Never married,NA,12,0,Pretty happy,Fair,Working part time,"Independent (neither, no response)"
2024,Divorced,75,12,4,Not too happy,Fair,Retired,"Independent, close to republican"
2024,Married,34,18,0,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,68,20,0,Pretty happy,Good,Retired,Strong democrat
2024,Divorced,47,12,2,Not too happy,Good,"Unemployed, laid off, looking for work",Other party
2024,Never married,25,14,0,Not too happy,Good,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Married,51,14,1,Very happy,Excellent,Working full time,Not very strong republican
2024,Married,67,18,2,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Married,35,12,3,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,42,12,0,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Divorced,75,14,2,Pretty happy,Good,Retired,"Independent, close to republican"
2024,Separated,37,12,0,Very happy,Good,Working full time,"Independent, close to republican"
2024,Married,57,12,2,Very happy,Good,Working full time,Strong republican
2024,Married,41,20,2,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Widowed,74,14,2,Pretty happy,Excellent,Retired,Not very strong republican
2024,Married,66,12,2,Very happy,Excellent,Retired,"Independent, close to republican"
2024,Widowed,73,13,4,Not too happy,Good,Retired,Not very strong republican
2024,Never married,41,15,0,Pretty happy,Excellent,Working full time,Other party
2024,Widowed,68,12,5,Pretty happy,Good,Retired,Strong republican
